Transaction_ID,Account_ID,Transaction_Amount,Transaction_Type,Merchant,Location,Time,Fraud_Flag
TID_292,ACCT_30,1896.5,Online,Best Buy,Los Angeles,2025-07-12 11:22:27.620640,1
TID_293,ACCT_77,793.07,In-store,Target,Los Angeles,2025-06-18 11:22:27.620640,0
TID_294,ACCT_16,1719.09,In-store,Walmart,Miami,2025-06-26 11:22:27.620640,1
TID_295,ACCT_59,1194.53,In-store,Best Buy,Miami,2025-06-24 11:22:27.620640,1
TID_296,ACCT_26,354.02,In-store,Walmart,Los Angeles,2025-06-26 11:22:27.620640,1
TID_297,ACCT_76,1708.55,In-store,Target,New York,2025-06-18 11:22:27.620640,1
TID_298,ACCT_22,171.76,In-store,Walmart,Chicago,2025-07-09 11:22:27.620640,0
TID_299,ACCT_23,915.1,In-store,Amazon,Chicago,2025-06-20 11:22:27.620640,1
TID_300,ACCT_35,379.46,Online,Amazon,Miami,2025-07-07 11:22:27.620640,1
TID_301,ACCT_73,575.02,In-store,eBay,Miami,2025-06-23 11:22:27.620640,0
TID_302,ACCT_90,1411.95,Online,Walmart,San Francisco,2025-06-15 11:22:27.620640,0
TID_303,ACCT_5,1936.19,In-store,Best Buy,Los Angeles,2025-06-26 11:22:27.620640,0
TID_304,ACCT_12,750.96,Online,Target,Los Angeles,2025-06-18 11:22:27.620640,1
TID_305,ACCT_23,246.98,In-store,Best Buy,Los Angeles,2025-06-29 11:22:27.620640,1
TID_306,ACCT_19,1750.94,In-store,eBay,Los Angeles,2025-07-11 11:22:27.620640,0
TID_307,ACCT_63,1069.44,Online,Walmart,New York,2025-06-16 11:22:27.620640,0
TID_308,ACCT_8,175.42,Online,Target,Los Angeles,2025-07-13 11:22:27.620640,0
TID_309,ACCT_66,9.7,Online,eBay,Miami,2025-07-07 11:22:27.620640,0
TID_310,ACCT_18,1286.21,In-store,Best Buy,New York,2025-07-07 11:22:27.620640,1
TID_311,ACCT_97,508.11,In-store,Walmart,Miami,2025-06-21 11:22:27.620640,1
TID_312,ACCT_54,1218.35,In-store,eBay,San Francisco,2025-07-04 11:22:27.620640,1
TID_313,ACCT_45,1825.26,In-store,Target,Miami,2025-06-20 11:22:27.620640,0
TID_314,ACCT_5,1749.84,Online,Best Buy,Chicago,2025-07-07 11:22:27.620640,1
TID_315,ACCT_12,1759.93,Online,Target,Chicago,2025-07-14 11:22:27.620640,0
TID_316,ACCT_6,935.18,Online,Target,Los Angeles,2025-07-11 11:22:27.620640,0
TID_317,ACCT_42,1344.86,In-store,Amazon,Miami,2025-06-25 11:22:27.620640,0
TID_318,ACCT_55,1123.03,Online,Walmart,San Francisco,2025-06-23 11:22:27.620640,1
TID_319,ACCT_85,779.97,In-store,Target,Chicago,2025-06-26 11:22:27.620640,1
TID_320,ACCT_71,1986.21,In-store,Target,New York,2025-07-06 11:22:27.620640,0
TID_321,ACCT_15,1831.47,In-store,Walmart,Miami,2025-06-26 11:22:27.620640,1
TID_322,ACCT_68,982.11,Online,Best Buy,New York,2025-06-27 11:22:27.620640,1
TID_323,ACCT_50,811.78,In-store,Best Buy,Chicago,2025-06-16 11:22:27.620640,0
TID_324,ACCT_50,228.5,Online,Amazon,Miami,2025-06-23 11:22:27.620640,1
TID_325,ACCT_43,188.76,Online,Target,New York,2025-06-23 11:22:27.620640,0
TID_326,ACCT_22,1658.15,Online,eBay,Chicago,2025-06-22 11:22:27.620640,1
TID_327,ACCT_58,1365.16,In-store,Amazon,San Francisco,2025-06-16 11:22:27.620640,1
TID_328,ACCT_100,101.15,Online,eBay,Miami,2025-07-06 11:22:27.620640,1
TID_329,ACCT_27,1656.42,Online,eBay,Miami,2025-06-17 11:22:27.620640,1
TID_330,ACCT_7,531.62,In-store,Walmart,Miami,2025-07-06 11:22:27.620640,1
TID_331,ACCT_26,1268.24,In-store,Best Buy,New York,2025-07-09 11:22:27.620640,0
TID_332,ACCT_24,1380.85,Online,Amazon,San Francisco,2025-06-24 11:22:27.620640,0
TID_333,ACCT_24,768.0,Online,Best Buy,Miami,2025-07-13 11:22:27.620640,1
TID_334,ACCT_62,846.66,In-store,Best Buy,San Francisco,2025-07-11 11:22:27.620640,1
TID_335,ACCT_94,858.39,Online,Target,New York,2025-06-27 11:22:27.620640,1
TID_336,ACCT_31,94.23,Online,Walmart,Chicago,2025-07-12 11:22:27.620640,0
TID_337,ACCT_85,1404.66,Online,Target,New York,2025-07-10 11:22:27.620640,1
TID_338,ACCT_56,1193.3,Online,eBay,New York,2025-06-27 11:22:27.620640,1
TID_339,ACCT_81,1884.8,Online,Target,Chicago,2025-06-22 11:22:27.620640,0
TID_340,ACCT_18,9.78,In-store,Amazon,New York,2025-06-24 11:22:27.620640,0
TID_341,ACCT_66,1385.23,In-store,Amazon,Chicago,2025-07-12 11:22:27.620640,1
TID_342,ACCT_57,685.21,In-store,Target,Los Angeles,2025-07-06 11:22:27.620640,0
TID_343,ACCT_94,781.24,In-store,Amazon,New York,2025-06-21 11:22:27.620640,1
TID_344,ACCT_81,59.52,Online,Best Buy,New York,2025-06-15 11:22:27.620640,0
TID_345,ACCT_2,1433.49,In-store,Walmart,Miami,2025-07-12 11:22:27.620640,0
TID_346,ACCT_49,1284.74,In-store,Amazon,Chicago,2025-06-21 11:22:27.620640,1
TID_347,ACCT_98,1192.79,Online,Walmart,New York,2025-06-21 11:22:27.620640,1
TID_348,ACCT_18,274.85,Online,Best Buy,San Francisco,2025-07-02 11:22:27.620640,1
TID_349,ACCT_36,837.11,In-store,eBay,San Francisco,2025-07-15 11:22:27.620640,0
TID_350,ACCT_54,603.2,Online,Amazon,Chicago,2025-06-30 11:22:27.620640,1
TID_351,ACCT_17,1884.24,Online,Target,New York,2025-06-27 11:22:27.620640,1
TID_352,ACCT_57,1514.21,In-store,Target,New York,2025-07-12 11:22:27.620640,1
TID_353,ACCT_47,278.2,Online,Walmart,Chicago,2025-07-04 11:22:27.620640,1
TID_354,ACCT_60,1325.54,Online,Amazon,New York,2025-06-17 11:22:27.620640,1
TID_355,ACCT_22,788.13,Online,Best Buy,Chicago,2025-07-03 11:22:27.620640,0
TID_356,ACCT_43,421.76,In-store,Best Buy,Chicago,2025-07-05 11:22:27.620640,1
TID_357,ACCT_6,9.8,Online,Walmart,Chicago,2025-06-18 11:22:27.620640,0
TID_358,ACCT_87,1573.31,In-store,Walmart,Los Angeles,2025-07-12 11:22:27.620640,1
TID_359,ACCT_88,1737.52,In-store,Amazon,Miami,2025-07-12 11:22:27.620640,0
TID_360,ACCT_14,35.83,In-store,Amazon,Chicago,2025-07-01 11:22:27.620640,0
TID_361,ACCT_70,201.16,Online,Target,New York,2025-07-08 11:22:27.620640,0
TID_362,ACCT_19,991.44,In-store,eBay,San Francisco,2025-07-07 11:22:27.620640,1
TID_363,ACCT_10,1678.73,In-store,eBay,Miami,2025-07-15 11:22:27.620640,1
TID_364,ACCT_64,1850.94,In-store,Best Buy,Miami,2025-06-16 11:22:27.620640,0
TID_365,ACCT_3,671.01,In-store,eBay,Chicago,2025-07-15 11:22:27.620640,0
TID_366,ACCT_23,1249.52,In-store,Walmart,Chicago,2025-06-21 11:22:27.620640,1
TID_367,ACCT_44,1489.13,In-store,Walmart,New York,2025-07-03 11:22:27.620640,0
TID_368,ACCT_65,1381.15,In-store,Amazon,New York,2025-06-30 11:22:27.620640,0
TID_369,ACCT_25,860.22,In-store,eBay,Los Angeles,2025-07-09 11:22:27.620640,1
TID_370,ACCT_81,1818.34,In-store,Best Buy,New York,2025-07-12 11:22:27.620640,0
TID_371,ACCT_85,276.92,In-store,Walmart,New York,2025-06-20 11:22:27.620640,1
TID_372,ACCT_23,683.85,In-store,Target,San Francisco,2025-07-11 11:22:27.620640,1
TID_373,ACCT_12,555.74,Online,eBay,Miami,2025-06-21 11:22:27.620640,0
TID_374,ACCT_40,1087.42,Online,Target,Miami,2025-07-02 11:22:27.620640,0
TID_375,ACCT_30,1914.01,Online,eBay,Los Angeles,2025-06-22 11:22:27.620640,1
TID_376,ACCT_72,946.81,In-store,Target,Miami,2025-07-02 11:22:27.620640,0
TID_377,ACCT_100,616.68,Online,Amazon,Los Angeles,2025-07-15 11:22:27.620640,0
TID_378,ACCT_11,689.19,Online,Walmart,Los Angeles,2025-07-13 11:22:27.620640,1
TID_379,ACCT_44,1236.61,In-store,Target,Miami,2025-07-02 11:22:27.620640,1
TID_380,ACCT_85,1572.24,Online,Amazon,Chicago,2025-07-13 11:22:27.620640,0
TID_381,ACCT_3,334.36,Online,Best Buy,New York,2025-07-13 11:22:27.620640,0
TID_382,ACCT_52,1503.58,In-store,Amazon,Miami,2025-06-29 11:22:27.620640,1
TID_383,ACCT_31,1681.26,In-store,Walmart,Miami,2025-06-20 11:22:27.620640,0
TID_384,ACCT_70,1556.93,Online,Walmart,San Francisco,2025-07-10 11:22:27.620640,1
TID_385,ACCT_69,281.32,Online,Target,Chicago,2025-07-04 11:22:27.620640,0
TID_386,ACCT_69,1143.26,Online,Amazon,Los Angeles,2025-07-11 11:22:27.620640,0
TID_387,ACCT_67,885.78,In-store,Amazon,Chicago,2025-07-14 11:22:27.620640,0
TID_388,ACCT_35,1993.07,In-store,Walmart,San Francisco,2025-06-16 11:22:27.620640,1
TID_389,ACCT_72,507.06,Online,Target,Los Angeles,2025-07-02 11:22:27.620640,0
TID_390,ACCT_38,1582.28,Online,Best Buy,San Francisco,2025-06-27 11:22:27.620640,0
TID_391,ACCT_63,1063.69,In-store,eBay,Chicago,2025-06-21 11:22:27.620640,0
TID_392,ACCT_41,111.02,Online,Walmart,New York,2025-07-13 11:22:27.620640,0
TID_393,ACCT_12,667.74,In-store,eBay,San Francisco,2025-06-15 11:22:27.620640,0
TID_394,ACCT_56,1120.64,In-store,Amazon,Los Angeles,2025-06-18 11:22:27.620640,1
TID_395,ACCT_54,1878.82,In-store,Target,Miami,2025-06-18 11:22:27.620640,0
TID_396,ACCT_5,488.43,In-store,Walmart,New York,2025-07-05 11:22:27.620640,1
TID_397,ACCT_89,213.38,Online,eBay,Los Angeles,2025-07-12 11:22:27.620640,1
TID_398,ACCT_88,1956.68,Online,Target,Los Angeles,2025-07-03 11:22:27.620640,1
TID_399,ACCT_59,1242.14,In-store,eBay,Chicago,2025-06-23 11:22:27.620640,0
TID_400,ACCT_61,1825.81,In-store,eBay,San Francisco,2025-06-28 11:22:27.620640,0
TID_401,ACCT_32,513.91,Online,Target,New York,2025-07-12 11:22:27.620640,1
TID_402,ACCT_28,1423.37,In-store,eBay,Chicago,2025-06-23 11:22:27.620640,1
TID_403,ACCT_52,695.0,In-store,Target,Chicago,2025-06-17 11:22:27.620640,0
TID_404,ACCT_23,1570.13,Online,Target,Chicago,2025-06-18 11:22:27.620640,0
TID_405,ACCT_28,1203.69,In-store,Target,New York,2025-06-29 11:22:27.620640,0
TID_406,ACCT_45,845.89,In-store,Walmart,Los Angeles,2025-06-18 11:22:27.620640,1
TID_407,ACCT_7,471.52,Online,Walmart,San Francisco,2025-06-24 11:22:27.620640,0
TID_408,ACCT_16,1000.47,Online,Walmart,Los Angeles,2025-07-15 11:22:27.620640,0
TID_409,ACCT_100,961.57,Online,eBay,New York,2025-07-15 11:22:27.620640,0
TID_410,ACCT_62,1466.93,In-store,Amazon,New York,2025-06-16 11:22:27.620640,1
TID_411,ACCT_85,156.87,In-store,Best Buy,San Francisco,2025-06-15 11:22:27.620640,0
TID_412,ACCT_58,1215.25,Online,Walmart,New York,2025-07-06 11:22:27.620640,1
TID_413,ACCT_73,859.27,Online,eBay,New York,2025-06-30 11:22:27.620640,1
TID_414,ACCT_5,1824.64,Online,eBay,Miami,2025-06-27 11:22:27.620640,1
TID_415,ACCT_14,1620.7,Online,eBay,Miami,2025-06-27 11:22:27.620640,0
TID_416,ACCT_9,821.3,Online,eBay,New York,2025-07-01 11:22:27.620640,1
TID_417,ACCT_59,1538.27,Online,Walmart,Miami,2025-06-29 11:22:27.620640,1
TID_418,ACCT_37,167.48,In-store,Best Buy,Miami,2025-07-11 11:22:27.620640,1
TID_419,ACCT_76,333.31,Online,eBay,Miami,2025-06-22 11:22:27.620640,0
TID_420,ACCT_11,249.02,Online,Amazon,San Francisco,2025-06-30 11:22:27.620640,0
TID_421,ACCT_92,1467.39,Online,Walmart,Chicago,2025-06-20 11:22:27.620640,0
TID_422,ACCT_74,1175.05,Online,Best Buy,Chicago,2025-06-28 11:22:27.620640,1
TID_423,ACCT_36,1522.29,In-store,eBay,San Francisco,2025-06-17 11:22:27.620640,1
TID_424,ACCT_3,9.82,In-store,eBay,Los Angeles,2025-07-04 11:22:27.620640,1
TID_425,ACCT_15,288.15,Online,Best Buy,San Francisco,2025-06-27 11:22:27.620640,1
TID_426,ACCT_95,433.28,In-store,Walmart,New York,2025-07-03 11:22:27.620640,1
TID_427,ACCT_30,1198.87,In-store,Amazon,Miami,2025-07-02 11:22:27.620640,1
TID_428,ACCT_68,977.67,In-store,Walmart,Chicago,2025-07-06 11:22:27.620640,0
TID_429,ACCT_39,1330.86,In-store,Target,Los Angeles,2025-06-27 11:22:27.620640,0
TID_430,ACCT_57,1433.37,In-store,Target,Miami,2025-07-12 11:22:27.620640,1
TID_431,ACCT_53,618.33,In-store,Amazon,San Francisco,2025-07-01 11:22:27.620640,1
TID_432,ACCT_92,1071.97,In-store,Amazon,Miami,2025-06-19 11:22:27.620640,1
TID_433,ACCT_54,1056.62,In-store,Walmart,Miami,2025-07-05 11:22:27.620640,1
TID_434,ACCT_91,311.57,In-store,Target,Miami,2025-06-28 11:22:27.620640,0
TID_435,ACCT_20,290.59,Online,Amazon,Chicago,2025-06-30 11:22:27.620640,0
TID_436,ACCT_38,1610.06,Online,Best Buy,Miami,2025-07-11 11:22:27.620640,1
TID_437,ACCT_18,1102.77,In-store,Walmart,Miami,2025-06-20 11:22:27.620640,1
TID_438,ACCT_41,1231.98,In-store,Walmart,Miami,2025-07-08 11:22:27.620640,1
TID_439,ACCT_80,1883.88,In-store,Best Buy,Los Angeles,2025-06-23 11:22:27.620640,0
TID_440,ACCT_36,18.93,In-store,Best Buy,Los Angeles,2025-07-03 11:22:27.620640,1
TID_441,ACCT_54,39.1,Online,Walmart,Chicago,2025-07-04 11:22:27.620640,0
TID_442,ACCT_61,1458.36,In-store,Walmart,San Francisco,2025-06-22 11:22:27.620640,1
TID_443,ACCT_52,608.2,In-store,Best Buy,Los Angeles,2025-06-18 11:22:27.620640,0
TID_444,ACCT_70,15.55,Online,Target,Chicago,2025-06-29 11:22:27.620640,0
TID_445,ACCT_58,1906.38,Online,eBay,Los Angeles,2025-06-18 11:22:27.620640,1
TID_446,ACCT_6,462.58,Online,Target,San Francisco,2025-07-06 11:22:27.620640,1
TID_447,ACCT_60,254.68,In-store,Target,San Francisco,2025-07-07 11:22:27.620640,1
TID_448,ACCT_61,133.76,Online,Amazon,San Francisco,2025-06-16 11:22:27.620640,0
TID_449,ACCT_29,1924.43,Online,Walmart,Chicago,2025-06-16 11:22:27.620640,1
TID_450,ACCT_75,1504.98,Online,Target,New York,2025-06-26 11:22:27.620640,1
TID_451,ACCT_14,273.28,In-store,Best Buy,Chicago,2025-06-28 11:22:27.620640,0
TID_452,ACCT_33,202.18,Online,Walmart,Miami,2025-06-25 11:22:27.620640,1
TID_453,ACCT_94,590.39,Online,Walmart,Los Angeles,2025-07-11 11:22:27.620640,1
TID_454,ACCT_95,958.6,Online,Best Buy,Chicago,2025-07-12 11:22:27.620640,0
TID_455,ACCT_31,1338.26,Online,Best Buy,Miami,2025-06-26 11:22:27.620640,0
TID_456,ACCT_46,1743.13,In-store,Walmart,San Francisco,2025-06-22 11:22:27.620640,0
TID_457,ACCT_46,566.33,In-store,Target,Los Angeles,2025-06-30 11:22:27.620640,1
TID_458,ACCT_87,3.72,Online,Walmart,San Francisco,2025-06-24 11:22:27.620640,1
TID_459,ACCT_69,1876.56,Online,eBay,Miami,2025-06-17 11:22:27.620640,1
TID_460,ACCT_85,705.54,Online,eBay,New York,2025-06-23 11:22:27.620640,0
TID_461,ACCT_28,989.58,Online,Walmart,San Francisco,2025-07-14 11:22:27.620640,1
TID_462,ACCT_78,1041.18,Online,Best Buy,New York,2025-07-12 11:22:27.620640,1
TID_463,ACCT_46,431.46,Online,Target,Miami,2025-07-03 11:22:27.620640,1
TID_464,ACCT_21,1107.32,In-store,Walmart,Miami,2025-07-02 11:22:27.620640,0
TID_465,ACCT_98,927.99,In-store,Walmart,Chicago,2025-07-07 11:22:27.620640,1
TID_466,ACCT_28,734.71,Online,Target,Miami,2025-06-16 11:22:27.620640,0
TID_467,ACCT_69,766.8,In-store,Target,Miami,2025-06-17 11:22:27.620640,0
TID_468,ACCT_94,1413.32,Online,Walmart,Chicago,2025-06-23 11:22:27.620640,0
TID_469,ACCT_92,1085.07,In-store,Best Buy,Chicago,2025-07-06 11:22:27.620640,1
TID_470,ACCT_34,1427.95,Online,Walmart,Miami,2025-06-18 11:22:27.620640,0
TID_471,ACCT_26,1801.79,In-store,Walmart,New York,2025-06-28 11:22:27.620640,1
TID_472,ACCT_6,888.29,In-store,Target,San Francisco,2025-07-14 11:22:27.620640,1
TID_473,ACCT_31,1625.84,Online,Amazon,Los Angeles,2025-07-12 11:22:27.620640,1
TID_474,ACCT_71,769.68,In-store,eBay,New York,2025-06-15 11:22:27.620640,0
TID_475,ACCT_79,1934.06,In-store,Walmart,San Francisco,2025-06-30 11:22:27.620640,1
TID_476,ACCT_29,887.43,Online,eBay,New York,2025-06-27 11:22:27.620640,1
TID_477,ACCT_59,1506.29,In-store,Amazon,Los Angeles,2025-07-07 11:22:27.620640,0
TID_478,ACCT_69,1006.31,Online,Target,Chicago,2025-06-18 11:22:27.620640,0
TID_479,ACCT_75,1832.22,In-store,Best Buy,New York,2025-07-12 11:22:27.620640,1
TID_480,ACCT_26,1226.15,Online,eBay,Miami,2025-06-29 11:22:27.620640,0
TID_481,ACCT_22,1197.01,Online,Best Buy,Miami,2025-06-22 11:22:27.620640,0
TID_482,ACCT_3,1456.95,Online,Walmart,Chicago,2025-06-25 11:22:27.620640,1
TID_483,ACCT_77,1039.06,In-store,eBay,New York,2025-06-19 11:22:27.620640,1
TID_484,ACCT_58,241.58,Online,Best Buy,New York,2025-07-06 11:22:27.620640,1
TID_485,ACCT_92,226.92,Online,Amazon,San Francisco,2025-06-24 11:22:27.620640,1
TID_486,ACCT_68,773.27,Online,eBay,Chicago,2025-07-15 11:22:27.620640,1
TID_487,ACCT_85,972.43,In-store,Best Buy,San Francisco,2025-06-25 11:22:27.620640,1
TID_488,ACCT_32,1864.24,In-store,Target,Los Angeles,2025-06-17 11:22:27.620640,0
TID_489,ACCT_29,799.82,In-store,Target,Miami,2025-06-17 11:22:27.620640,1
TID_490,ACCT_66,1190.76,Online,Walmart,Chicago,2025-06-16 11:22:27.620640,1
TID_491,ACCT_87,1612.66,In-store,Walmart,Los Angeles,2025-06-19 11:22:27.620640,1
TID_492,ACCT_34,317.6,In-store,eBay,Chicago,2025-06-28 11:22:27.620640,0
TID_493,ACCT_74,608.35,In-store,eBay,San Francisco,2025-06-22 11:22:27.620640,1
TID_494,ACCT_77,332.2,Online,Target,Miami,2025-06-30 11:22:27.620640,1
TID_495,ACCT_27,563.79,Online,Best Buy,Miami,2025-07-09 11:22:27.620640,1
TID_496,ACCT_58,1292.34,In-store,Amazon,Miami,2025-06-23 11:22:27.620640,1
TID_497,ACCT_37,969.42,Online,eBay,San Francisco,2025-07-15 11:22:27.620640,1
TID_498,ACCT_33,1165.13,Online,Amazon,Miami,2025-07-07 11:22:27.620640,1
TID_499,ACCT_7,1055.34,In-store,eBay,New York,2025-07-07 11:22:27.620640,1
TID_500,ACCT_88,84.41,Online,Target,New York,2025-06-18 11:22:27.620640,0
TID_501,ACCT_97,210.43,Online,Best Buy,San Francisco,2025-06-15 11:22:27.620640,0
TID_502,ACCT_32,1474.51,In-store,eBay,Miami,2025-07-14 11:22:27.620640,1
TID_503,ACCT_26,1258.36,Online,Best Buy,Miami,2025-06-29 11:22:27.620640,0
TID_504,ACCT_41,909.18,In-store,Amazon,Miami,2025-06-26 11:22:27.620640,1
TID_505,ACCT_24,1829.14,In-store,Walmart,Chicago,2025-07-02 11:22:27.620640,0
TID_506,ACCT_49,1322.88,In-store,Best Buy,New York,2025-06-22 11:22:27.620640,0
TID_507,ACCT_67,1310.56,In-store,Walmart,Chicago,2025-06-26 11:22:27.620640,0
TID_508,ACCT_62,1716.12,In-store,eBay,San Francisco,2025-07-03 11:22:27.620640,0
TID_509,ACCT_14,638.61,Online,Amazon,San Francisco,2025-06-20 11:22:27.620640,1
TID_510,ACCT_11,234.12,In-store,Amazon,Los Angeles,2025-07-12 11:22:27.620640,1
TID_511,ACCT_99,66.77,In-store,Best Buy,Los Angeles,2025-07-06 11:22:27.620640,0
TID_512,ACCT_69,1378.35,Online,Best Buy,San Francisco,2025-06-17 11:22:27.620640,0
TID_513,ACCT_88,1983.52,In-store,Best Buy,San Francisco,2025-06-21 11:22:27.620640,0
TID_514,ACCT_85,139.34,Online,Amazon,New York,2025-06-20 11:22:27.620640,1
TID_515,ACCT_85,1010.96,In-store,Amazon,Los Angeles,2025-06-19 11:22:27.620640,0
TID_516,ACCT_14,436.67,In-store,Amazon,Chicago,2025-07-03 11:22:27.620640,0
TID_517,ACCT_25,1524.66,In-store,Target,San Francisco,2025-07-05 11:22:27.620640,0
TID_518,ACCT_77,1694.49,In-store,eBay,New York,2025-06-26 11:22:27.620640,1
TID_519,ACCT_9,412.6,In-store,Best Buy,New York,2025-06-24 11:22:27.620640,1
TID_520,ACCT_72,949.28,In-store,Walmart,San Francisco,2025-06-21 11:22:27.620640,0
TID_521,ACCT_55,86.53,In-store,Target,Miami,2025-06-19 11:22:27.620640,0
TID_522,ACCT_28,1991.98,In-store,Amazon,San Francisco,2025-07-01 11:22:27.620640,0
TID_523,ACCT_27,1885.78,In-store,eBay,Miami,2025-06-16 11:22:27.620640,1
TID_524,ACCT_6,490.74,In-store,Walmart,Los Angeles,2025-06-15 11:22:27.620640,0
TID_525,ACCT_16,662.06,In-store,Target,Miami,2025-07-03 11:22:27.620640,1
TID_526,ACCT_58,204.36,Online,Amazon,Los Angeles,2025-07-02 11:22:27.620640,1
TID_527,ACCT_28,1895.63,Online,eBay,New York,2025-07-13 11:22:27.620640,0
TID_528,ACCT_14,720.46,In-store,Best Buy,Los Angeles,2025-07-13 11:22:27.620640,0
TID_529,ACCT_97,1985.87,In-store,Amazon,San Francisco,2025-06-20 11:22:27.620640,1
TID_530,ACCT_48,1389.36,In-store,Target,Chicago,2025-06-17 11:22:27.620640,1
TID_531,ACCT_18,1495.23,Online,Walmart,Miami,2025-06-26 11:22:27.620640,1
TID_532,ACCT_71,638.54,In-store,Target,San Francisco,2025-07-09 11:22:27.620640,1
TID_533,ACCT_49,317.94,Online,eBay,Chicago,2025-07-15 11:22:27.620640,0
TID_534,ACCT_73,1561.18,In-store,Target,Chicago,2025-06-26 11:22:27.620640,0
TID_535,ACCT_49,362.95,Online,Walmart,Miami,2025-06-15 11:22:27.620640,0
TID_536,ACCT_65,1999.56,In-store,Best Buy,Chicago,2025-06-28 11:22:27.620640,1
TID_537,ACCT_64,1225.15,Online,eBay,Los Angeles,2025-06-19 11:22:27.620640,0
TID_538,ACCT_2,1586.62,In-store,Amazon,San Francisco,2025-07-08 11:22:27.620640,1
TID_539,ACCT_16,1881.61,In-store,Target,Chicago,2025-07-10 11:22:27.620640,1
TID_540,ACCT_12,17.61,In-store,Walmart,New York,2025-07-09 11:22:27.620640,1
TID_541,ACCT_20,1375.64,Online,Target,Chicago,2025-07-04 11:22:27.620640,0
TID_542,ACCT_70,1509.14,In-store,Best Buy,San Francisco,2025-06-15 11:22:27.620640,1
TID_543,ACCT_16,1957.79,In-store,Best Buy,Chicago,2025-06-27 11:22:27.620640,1
TID_544,ACCT_43,802.33,Online,Target,Miami,2025-06-23 11:22:27.620640,1
TID_545,ACCT_41,1354.6,In-store,Target,Chicago,2025-07-10 11:22:27.620640,0
TID_546,ACCT_11,1392.5,In-store,Target,Chicago,2025-07-12 11:22:27.620640,0
TID_547,ACCT_34,999.75,In-store,Walmart,Los Angeles,2025-07-14 11:22:27.620640,0
TID_548,ACCT_25,1376.5,In-store,Target,Los Angeles,2025-07-11 11:22:27.620640,1
TID_549,ACCT_92,488.35,Online,Walmart,Chicago,2025-06-25 11:22:27.620640,0
TID_550,ACCT_74,550.7,Online,Walmart,San Francisco,2025-07-15 11:22:27.620640,0
TID_551,ACCT_23,1937.32,Online,Walmart,Miami,2025-06-23 11:22:27.620640,0
TID_552,ACCT_62,514.1,Online,eBay,Chicago,2025-06-22 11:22:27.620640,0
TID_553,ACCT_21,744.34,In-store,Walmart,San Francisco,2025-07-02 11:22:27.620640,0
TID_554,ACCT_46,1676.56,In-store,eBay,Chicago,2025-06-18 11:22:27.620640,0
TID_555,ACCT_48,1480.88,Online,Amazon,San Francisco,2025-07-02 11:22:27.620640,1
TID_556,ACCT_41,972.33,Online,Walmart,New York,2025-06-18 11:22:27.620640,0
TID_557,ACCT_39,1780.54,Online,Target,Chicago,2025-06-30 11:22:27.620640,1
TID_558,ACCT_73,1889.52,In-store,eBay,Miami,2025-07-15 11:22:27.620640,0
TID_559,ACCT_55,148.72,Online,Amazon,San Francisco,2025-06-27 11:22:27.620640,0
TID_560,ACCT_50,1691.85,Online,Target,New York,2025-06-20 11:22:27.620640,1
TID_561,ACCT_16,1100.85,In-store,Target,New York,2025-07-11 11:22:27.620640,0
TID_562,ACCT_34,472.88,Online,eBay,San Francisco,2025-06-30 11:22:27.620640,0
TID_563,ACCT_80,1479.04,In-store,eBay,San Francisco,2025-06-21 11:22:27.620640,0
TID_564,ACCT_76,1308.73,In-store,Walmart,Chicago,2025-06-28 11:22:27.620640,0
TID_565,ACCT_97,87.82,Online,Best Buy,San Francisco,2025-07-03 11:22:27.620640,1
TID_566,ACCT_28,1313.64,In-store,Amazon,Los Angeles,2025-06-30 11:22:27.620640,0
TID_567,ACCT_96,1603.71,In-store,Target,New York,2025-07-15 11:22:27.620640,0
TID_568,ACCT_61,672.11,In-store,Walmart,Miami,2025-07-05 11:22:27.620640,1
TID_569,ACCT_23,1610.58,In-store,Walmart,San Francisco,2025-07-07 11:22:27.620640,0
TID_570,ACCT_5,232.58,In-store,Amazon,Miami,2025-06-16 11:22:27.620640,0
TID_571,ACCT_16,413.78,In-store,eBay,Chicago,2025-06-22 11:22:27.620640,1
TID_572,ACCT_38,782.76,In-store,Amazon,New York,2025-06-15 11:22:27.620640,0
TID_573,ACCT_63,789.23,In-store,Target,San Francisco,2025-06-24 11:22:27.620640,0
TID_574,ACCT_15,1017.73,In-store,Amazon,New York,2025-07-12 11:22:27.620640,0
TID_575,ACCT_46,1414.14,In-store,Walmart,Chicago,2025-07-07 11:22:27.620640,0
TID_576,ACCT_95,156.51,Online,Best Buy,San Francisco,2025-06-23 11:22:27.620640,0
TID_577,ACCT_51,762.59,Online,Best Buy,Miami,2025-06-28 11:22:27.620640,0
TID_578,ACCT_74,1317.85,Online,Target,Miami,2025-07-02 11:22:27.620640,0
TID_579,ACCT_43,165.83,In-store,Best Buy,New York,2025-06-29 11:22:27.620640,0
TID_580,ACCT_45,1568.66,In-store,Walmart,San Francisco,2025-06-20 11:22:27.620640,1
TID_581,ACCT_6,1764.88,Online,Walmart,Miami,2025-06-18 11:22:27.620640,0
TID_582,ACCT_78,330.32,Online,Best Buy,Los Angeles,2025-06-26 11:22:27.620640,0
TID_583,ACCT_35,1646.91,In-store,eBay,Miami,2025-06-19 11:22:27.620640,1
TID_584,ACCT_58,1179.95,Online,Target,San Francisco,2025-07-09 11:22:27.620640,0
